class_index,brand_id,model_id,brand_name,model_name,normalized_brand,normalized_model,image_count,years,minimum_year,maximum_year,unknown_year_images,suspicious_years,valid_labels,missing_labels,malformed_labels,invalid_bounding_boxes,viewpoint_unknown,viewpoint_1,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5
589,28,1886,Mitsubishi,Mitsubishi Fortis,Mitsubishi,Fortis,110,2013,2013,2013,0,,110,0,0,0,0,17,16,18,36,23
590,28,1891,Mitsubishi,Mitsubishi Galant,Mitsubishi,Galant,117,2007;2009;2012,2007,2012,0,,117,0,0,0,1,16,11,17,50,22
591,28,1867,Mitsubishi,Grandis,Mitsubishi,Grandis,95,2004;2006;2007;2008;2009;2010,2004,2010,0,,95,0,0,0,0,19,11,12,31,22
592,28,1872,Mitsubishi,Mitsubishi i,Mitsubishi,i,120,2008;2011;2012,2008,2012,0,,120,0,0,0,4,14,4,17,59,22
593,28,1888,Mitsubishi,Mitsubishi Lancer,Mitsubishi,Lancer,119,2006;2007;2008;2010;2012;2015,2006,2015,0,,119,0,0,0,0,18,13,14,42,32
594,28,1889,Mitsubishi,Mitsubishi Lancer EX,Mitsubishi,Lancer EX,120,2010;2011;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,23,18,21,34,24
595,28,1876,Mitsubishi,Mirage,Mitsubishi,Mirage,57,2012;2014,2012,2014,0,,57,0,0,0,0,6,4,9,25,13
596,28,1885,Mitsubishi,Outlander abroad version,Mitsubishi,Outlander abroad version,122,2010;2011;2012;2013;2014,2010,2014,0,,122,0,0,0,0,21,17,20,37,27
597,28,1866,Mitsubishi,Pajero,Mitsubishi,Pajero,157,2008;2010;2011;2012;2014;2015,2008,2015,0,,157,0,0,0,0,23,10,21,74,29
598,28,1865,Mitsubishi,Pajero Sport,Mitsubishi,Pajero Sport,120,2011;2013;2014,2011,2014,0,,120,0,0,0,0,18,13,24,42,23
599,28,1882,Mitsubishi,Mitsubishi XR-PHEV,Mitsubishi,XR-PHEV,107,2013;2014;2015,2013,2015,0,,106,0,0,1,1,14,5,24,32,30
600,28,1887,Mitsubishi,Mitsubishi Zinger,Mitsubishi,Zinger,120,2008;2009;2011,2008,2011,0,,120,0,0,0,0,20,12,19,42,27
601,93,846,Morgan,Morgan Plus 8,Morgan,Plus 8,70,2013,2013,2013,0,,70,0,0,0,1,8,8,12,22,19
602,97,871,Nissan,Nissan 370Z,Nissan,370Z,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,0,17,12,21,50,20
603,97,909,Nissan,Altima,Nissan,Altima,120,2005;2010;2012;2013;2015,2005,2015,0,,120,0,0,0,0,10,9,18,52,31
604,97,870,Nissan,Bilian,Nissan,Bilian,74,2010;2011;2013,2010,2013,0,,74,0,0,0,0,9,7,16,26,16
605,97,875,Nissan,Nissan Cube,Nissan,Cube,73,2009;2013,2009,2013,30,,73,0,0,0,0,7,5,13,32,16
606,97,872,Nissan,Nissan GT-R,Nissan,GT-R,128,2009;2010;2012;2013;2014;2015,2009,2015,0,,128,0,0,0,0,12,10,18,48,40
607,97,906,Nissan,IDX,Nissan,IDX,72,2014,2014,2014,0,,72,0,0,0,1,7,2,19,28,15
608,97,873,Nissan,Nissan Juke,Nissan,Juke,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,0,15,7,23,59,16
609,97,907,Nissan,Lannia Concept,Nissan,Lannia Concept,94,2014,2014,2014,0,,94,0,0,0,0,10,1,21,38,24
610,97,877,Nissan,Leaf,Nissan,Leaf,114,2011;2012;2013;2014,2011,2014,0,,114,0,0,0,0,5,4,25,56,24
611,97,860,Nissan,Livina,Nissan,Livina,117,2010;2013,2010,2013,0,,117,0,0,0,0,19,15,19,38,26
612,97,864,Nissan,Ma Chi,Nissan,Ma Chi,119,2010;2011;2014;2015,2010,2015,0,,119,0,0,0,0,20,12,21,43,23
613,97,852,Nissan,Murano,Nissan,Murano,120,2011;2013;2014,2011,2014,0,,120,0,0,0,0,14,12,23,46,25
614,97,908,Nissan,Navara,Nissan,Navara,86,2014;2015,2014,2015,0,,86,0,0,0,0,3,0,20,45,18
615,97,868,Nissan,Nissan NV200,Nissan,NV200,119,2010;2011;2013;2014,2010,2014,0,,119,0,0,0,0,18,11,24,45,21
616,97,865,Nissan,Paladin,Nissan,Paladin,118,2004;2006;2013,2004,2013,0,,118,0,0,0,0,18,13,17,44,26
617,97,879,Nissan,Pathfinder,Nissan,Pathfinder,120,2005;2010;2012;2013,2005,2013,0,,120,0,0,0,0,16,8,11,58,27
618,97,874,Nissan,Patrol,Nissan,Patrol,120,2004;2012;2013;2014,2004,2014,0,,120,0,0,0,0,14,12,17,51,26
619,97,903,Nissan,Pulsar,Nissan,Pulsar,120,2014;2015,2014,2015,0,,120,0,0,0,0,10,7,24,62,17
620,97,859,Nissan,Qashqai,Nissan,Qashqai,145,2010;2011;2012;2013;2014,2010,2014,0,,145,0,0,0,0,17,14,28,52,34
621,97,905,Nissan,Quest,Nissan,Quest,120,2005;2006;2011;2012;2013;2015,2005,2015,0,,120,0,0,0,0,17,14,20,41,28
622,97,899,Nissan,Rogue,Nissan,Rogue,53,2011;2014,2011,2014,0,,53,0,0,0,0,3,2,5,29,14
623,97,892,Nissan,Sentra,Nissan,Sentra,92,2013,2013,2013,0,,92,0,0,0,0,10,2,14,40,26
624,97,902,Nissan,Sports Sedan,Nissan,Sports Sedan,56,2014,2014,2014,0,,56,0,0,0,0,5,4,8,27,12
625,97,857,Nissan,Sunshine,Nissan,Sunshine,120,2011;2014,2011,2014,0,,120,0,0,0,0,20,17,19,31,33
626,97,856,Nissan,Sylphy,Nissan,Sylphy,113,2006;2009;2010;2012,2006,2012,0,,113,0,0,0,0,20,15,19,30,29
627,97,854,Nissan,Teana,Nissan,Teana,153,2008;2010;2011;2012;2013;2014,2008,2014,0,,153,0,0,0,0,30,19,32,42,30
628,97,861,Nissan,Tiida,Nissan,Tiida,120,2011;2012;2013;2014,2011,2014,0,,120,0,0,0,2,18,16,14,43,27
629,97,894,Nissan,Titan,Nissan,Titan,90,2012;2013;2015;2016,2012,2016,0,,90,0,0,0,0,5,3,15,46,21
630,97,883,Nissan,Versa,Nissan,Versa,120,2010;2012;2014;2015,2010,2015,0,,120,0,0,0,8,10,8,23,42,29
631,97,853,Nissan,X-Trail,Nissan,X-Trail,119,2008;2010;2012;2014,2008,2014,0,,119,0,0,0,0,21,16,24,30,28
632,97,858,Nissan,Yida,Nissan,Yida,104,2005;2006;2008;2009,2005,2009,0,,104,0,0,0,0,14,12,12,45,21
633,103,1851,Opel,Opel Adam,Opel,Adam,120,2013;2014;2015,2013,2015,0,,120,0,0,0,1,6,5,3,78,27
634,103,1842,Opel,Antara,Opel,Antara,120,2009;2011;2012;2013,2009,2013,0,,120,0,0,0,1,17,13,15,50,24
635,103,1852,Opel,Opel Cascada,Opel,Cascada,120,2013,2013,2013,0,,120,0,0,0,0,2,1,29,44,44
636,103,1849,Opel,Opel CORSA,Opel,CORSA,120,2008;2011;2015,2008,2015,0,,120,0,0,0,1,6,0,9,76,28
637,103,1845,Opel,GTC hatchback,Opel,GTC hatchback,72,2004;2008;2010;2012;2013;2014,2004,2014,0,,72,0,0,0,0,5,4,12,35,16
638,103,1847,Opel,Insignia,Opel,Insignia,120,2013;2014,2013,2014,0,,120,0,0,0,0,9,7,11,61,32
639,103,1856,Opel,Meriva,Opel,Meriva,119,2006;2013;2014,2006,2014,0,,119,0,0,0,0,3,3,16,68,29
640,103,1854,Opel,Opel Mokka,Opel,Mokka,120,2013,2013,2013,0,,120,0,0,0,0,5,1,9,88,17
641,103,1843,Opel,Zafira,Opel,Zafira,120,2013,2013,2013,0,,120,0,0,0,0,13,10,21,45,31
642,86,1315,Pagani,Huayra,Pagani,Huayra,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,1,26,10,21,43,19
643,86,1314,Pagani,Zonda,Pagani,Zonda,120,2004;2005;2006;2008;2011;2013,2004,2013,16,,120,0,0,0,6,17,13,20,44,20
644,102,271,Peugeot,Peugeot 107,Peugeot,107,67,2009;2013,2009,2013,0,,67,0,0,0,0,0,0,4,43,20
645,102,291,Peugeot,Peugeot 108,Peugeot,108,101,2015,2015,2015,0,,101,0,0,0,3,3,1,19,44,31
646,102,254,Peugeot,Peugeot 2008,Peugeot,2008,120,2013;2014,2013,2014,0,,120,0,0,0,1,17,13,23,33,33
647,102,255,Peugeot,Peugeot 207 hatchback,Peugeot,207 hatchback,134,2009;2010;2011,2009,2011,0,,134,0,0,0,0,33,17,18,44,22
648,102,256,Peugeot,Peugeot 207 sedan,Peugeot,207 sedan,140,2008;2009;2010;2011,2008,2011,0,,140,0,0,0,0,27,19,21,39,34
649,102,266,Peugeot,Peugeot 207CC,Peugeot,207CC,113,2008;2011;2012;2013,2008,2013,0,,113,0,0,0,0,16,11,21,38,27
650,102,273,Peugeot,Peugeot 208,Peugeot,208,120,2012;2013;2014;2015;2016,2012,2016,0,,120,0,0,0,0,9,3,14,61,33
651,102,257,Peugeot,Peugeot 3008,Peugeot,3008,119,2011;2013;2014;2015,2011,2015,0,,119,0,0,0,0,15,18,20,38,28
652,102,258,Peugeot,Peugeot 301,Peugeot,301,120,2013;2014,2013,2014,0,,120,0,0,0,0,21,13,23,39,24
653,102,259,Peugeot,Peugeot 307 hatchback,Peugeot,307 hatchback,195,2010;2012;2013,2010,2013,0,,195,0,0,0,0,31,22,35,61,46
654,102,260,Peugeot,Peugeot 307 sedan,Peugeot,307 sedan,81,2008;2009;2010,2008,2010,0,,81,0,0,0,0,14,11,10,25,21
655,102,261,Peugeot,Peugeot 308,Peugeot,308,106,2012;2013;2014,2012,2014,0,,106,0,0,0,0,15,16,22,28,25
656,102,280,Peugeot,Peugeot 308 abroad version,Peugeot,308 abroad version,120,2012;2013;2014,2012,2014,0,,120,0,0,0,0,14,11,11,50,34
657,102,293,Peugeot,Peugeot 308CC,Peugeot,308CC,170,2009;2010;2012;2013,2009,2013,0,,170,0,0,0,0,27,17,37,50,39
658,102,267,Peugeot,Peugeot 308SW,Peugeot,308SW,99,2009;2010;2012;2013;2014,2009,2014,0,,99,0,0,0,0,14,9,23,31,22
659,102,268,Peugeot,Peugeot 4008,Peugeot,4008,120,2012;2013,2012,2013,0,,120,0,0,0,0,20,11,18,44,27
660,102,262,Peugeot,Peugeot 408,Peugeot,408,128,2010;2011;2012;2013;2014,2010,2014,0,,128,0,0,0,0,23,22,27,29,27
661,102,282,Peugeot,Peugeot 5008,Peugeot,5008,66,2010;2014,2010,2014,0,,66,0,0,0,0,1,1,9,34,21
662,102,263,Peugeot,Peugeot 508,Peugeot,508,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,0,15,15,23,37,30
663,102,272,Peugeot,Peugeot 508 abroad version,Peugeot,508 abroad version,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,0,16,1,19,51,33
664,102,265,Peugeot,CROSS 307,Peugeot,CROSS 307,115,2004;2006;2007;2008;2012;2013,2004,2013,0,,115,0,0,0,0,18,18,12,45,22
665,102,269,Peugeot,Peugeot RCZ,Peugeot,RCZ,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,1,10,10,23,48,28
666,48,319,Porsche,Porsche 911,Porsche,911,132,2010;2011;2012;2013;2014,2010,2014,0,,132,0,0,0,1,15,16,28,41,31
667,48,320,Porsche,Porsche 918,Porsche,918,120,2011;2012;2014;2015,2011,2015,0,,120,0,0,0,4,10,6,23,48,29
668,48,325,Porsche,Porsche 919,Porsche,919,60,2014,2014,2014,0,,60,0,0,0,7,13,4,12,17,7
669,48,315,Porsche,Boxster,Porsche,Boxster,120,2009;2013;2014,2009,2014,0,,120,0,0,0,0,12,11,33,38,26
670,48,321,Porsche,Canyenne,Porsche,Canyenne,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,14,9,20,40,37
671,48,323,Porsche,Carrera GT,Porsche,Carrera GT,68,2004,2004,2004,0,,68,0,0,0,0,7,4,6,27,24
672,48,326,Porsche,Cayman,Porsche,Cayman,120,2009;2012;2013;2014;2016,2009,2016,0,,120,0,0,0,0,16,11,30,30,33
673,48,316,Porsche,Macan,Porsche,Macan,120,2014,2014,2014,0,,120,0,0,0,1,13,9,18,43,36
674,48,317,Porsche,Panamera,Porsche,Panamera,120,2009;2010;2012;2013;2014;2015,2009,2015,0,,120,0,0,0,1,19,16,29,28,27
675,160,793,Renault,Cleo,Renault,Cleo,91,2009;2010;2013;2014,2009,2014,0,,91,0,0,0,5,11,5,14,30,26
676,160,787,Renault,Koleos,Renault,Koleos,130,2009;2010;2012;2013;2014,2009,2014,0,,130,0,0,0,0,21,21,28,30,30
677,160,788,Renault,Laguna,Renault,Laguna,120,2008;2009;2011;2012,2008,2012,0,,120,0,0,0,0,16,14,19,43,28
678,160,792,Renault,Latitude,Renault,Latitude,120,2011;2013,2011,2013,0,,120,0,0,0,2,22,12,14,46,24
679,160,790,Renault,Megan Aa,Renault,Megan Aa,120,2011;2014;2015,2011,2015,0,,120,0,0,0,11,4,2,10,65,28
680,160,802,Renault,Reno Alpine,Renault,Reno Alpine,105,2012;2013;2015,2012,2015,0,,105,0,0,0,6,17,10,15,47,10
681,160,795,Renault,Reno Captur,Renault,Reno Captur,120,2011;2014,2011,2014,0,,120,0,0,0,5,7,4,25,46,33
682,160,799,Renault,Reno Symbol,Renault,Reno Symbol,56,2009;2013,2009,2013,0,,56,0,0,0,0,0,0,10,26,20
683,160,803,Renault,Reno Twin-Run,Renault,Reno Twin-Run,51,2013,2013,2013,0,,51,0,0,0,4,3,0,9,23,12
684,160,801,Renault,Reno Twingo,Renault,Reno Twingo,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,9,8,2,21,65,15
685,160,798,Renault,Reno Twizy,Renault,Reno Twizy,61,2013;2015,2013,2015,0,,61,0,0,0,0,8,7,11,22,13
686,160,794,Renault,Reno Wind,Renault,Reno Wind,72,2011,2011,2011,0,,72,0,0,0,0,3,3,18,32,16
687,160,797,Renault,Reno ZOE,Renault,Reno ZOE,112,2013,2013,2013,0,,112,0,0,0,0,9,8,19,49,27
688,160,807,Renault,Scenic,Renault,Scenic,120,2004;2011;2012;2013,2004,2013,0,,120,0,0,0,1,15,13,12,49,30
689,160,791,Renault,Tower Siman,Renault,Tower Siman,120,2012;2013,2012,2013,0,,120,0,0,0,0,18,12,24,39,27
690,160,786,Renault,Wind Lang,Renault,Wind Lang,119,2011;2013;2015,2011,2015,0,,119,0,0,0,0,15,13,19,51,21
691,57,1606,Rolls-Royce,Ghost,Rolls-Royce,Ghost,120,2010;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,21,14,21,38,26
692,57,1608,Rolls-Royce,Phantom,Rolls-Royce,Phantom,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,1,18,6,23,48,24
693,57,1607,Rolls-Royce,Wraith,Rolls-Royce,Wraith,145,2013;2014;2015,2013,2015,0,,145,0,0,0,0,16,14,21,58,36
694,135,945,Saab,SAAB 95,Saab,95,93,2010;2011;2012,2010,2012,0,,93,0,0,0,0,7,4,8,41,33
695,128,1892,SAAB,SAAB D50,Saab,D50,119,2012;2014,2012,2014,0,,119,0,0,0,0,16,13,20,41,29
696,128,1894,SAAB,SAAB D60,Saab,D60,105,2012;2014;2015,2012,2015,0,,105,0,0,0,1,16,13,17,34,24
697,128,1893,SAAB,SAAB D70,Saab,D70,120,2013,2013,2013,0,,120,0,0,0,0,24,15,16,38,27
698,21,1307,Scion,Scion FR-S,Scion,FR-S,82,2013,2013,2013,0,,82,0,0,0,0,10,4,22,30,16
699,21,1303,Scion,Scion iQ,Scion,iQ,75,2010;2012;2013,2010,2013,0,,75,0,0,0,1,11,7,14,28,14
700,21,1302,Scion,Scion tC,Scion,tC,65,2011;2013;2014,2011,2014,0,,65,0,0,0,1,7,7,16,18,16
701,21,1304,Scion,Scion xB,Scion,xB,62,2008;2012;2014,2008,2014,0,,62,0,0,0,2,4,4,21,23,8
702,21,1306,Scion,Scion xD,Scion,xD,56,2008,2008,2008,0,,56,0,0,0,0,3,1,11,23,18
703,137,1728,Seat,Alhambra,Seat,Alhambra,120,2011;2012;2013,2011,2013,0,,120,0,0,0,0,6,3,20,57,34
704,137,1733,Seat,Seat ALTEA,Seat,ALTEA,90,2009;2011,2009,2011,0,,90,0,0,0,0,3,3,4,51,29
705,137,1734,Seat,Seat EXEO,Seat,EXEO,120,2009;2010,2009,2010,0,,120,0,0,0,0,7,7,11,41,54
706,137,1737,Seat,Seat IBE,Seat,IBE,61,2010;2012,2010,2012,0,,61,0,0,0,1,5,6,11,26,12
707,137,1731,Seat,Ibiza,Seat,Ibiza,120,2009;2011;2012;2013;2014,2009,2014,0,,120,0,0,0,0,9,9,20,59,23
708,137,1730,Seat,Seat LEON,Seat,LEON,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,11,7,23,37,42
709,137,1736,Seat,Seat Mii,Seat,Mii,120,2013;2014,2013,2014,0,,120,0,0,0,0,9,7,14,52,38
710,95,920,Skoda,Citigo,Skoda,Citigo,74,2013,2013,2013,0,,74,0,0,0,1,3,3,9,38,20
711,95,910,Skoda,Fabia,Skoda,Fabia,127,2008;2011;2012;2013;2015,2008,2015,0,,127,0,0,0,0,24,17,25,34,27
712,95,915,Skoda,Haorui,Skoda,Haorui,119,2009;2010;2012;2013;2014,2009,2014,0,,119,0,0,0,0,24,15,23,34,23
713,95,911,Skoda,Octavia,Skoda,Octavia,161,2009;2010;2012;2013;2014;2015,2009,2015,0,,161,0,0,0,0,36,23,31,38,33
714,95,924,Skoda,Octavia abroad version,Skoda,Octavia abroad version,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,6,6,21,48,39
715,95,912,Skoda,Octavia RS,Skoda,Octavia RS,50,2010;2011;2014,2010,2014,0,,50,0,0,0,0,5,7,6,22,10
716,95,917,Skoda,Rapid,Skoda,Rapid,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,14,13,24,38,31
717,95,916,Skoda,Rapid Spaceback,Skoda,Rapid Spaceback,120,2014,2014,2014,0,,120,0,0,0,0,21,16,15,37,31
718,95,923,Skoda,Roomster,Skoda,Roomster,61,2006;2007;2011,2006,2011,0,,61,0,0,0,0,2,1,10,31,17
719,95,913,Skoda,Superb,Skoda,Superb,120,2013,2013,2013,0,,120,0,0,0,0,20,15,20,37,28
720,95,932,Skoda,Superb Derivative,Skoda,Superb Derivative,120,2013;2014,2013,2014,0,,120,0,0,0,1,12,11,23,45,28
721,95,914,Skoda,Yeti,Skoda,Yeti,119,2014,2014,2014,0,,119,0,0,0,0,21,18,20,35,25
722,95,919,Skoda,Yeti abroad version,Skoda,Yeti abroad version,119,2010;2013;2014;2015,2010,2015,0,,119,0,0,0,0,10,6,14,62,27
723,26,1696,smart,smart forfour,smart,forfour,83,2015,2015,2015,0,,83,0,0,0,5,5,3,29,33,8
724,26,1694,smart,smart forjeremy,smart,forjeremy,68,2012;2013,2012,2013,0,,68,0,0,0,0,5,7,20,24,12
725,26,1692,smart,smart fortwo,smart,fortwo,164,2010;2011;2012;2013;2014;2015,2010,2015,0,,164,0,0,0,1,25,21,42,43,32
726,68,933,Shuanglong,Actyon,SsangYong,Actyon,115,2008;2010;2011;2013;2014,2008,2014,0,,115,0,0,0,0,16,15,25,36,23
727,68,938,Shuanglong,Chairman,SsangYong,Chairman,103,2002;2004;2011;2012,2002,2012,0,,103,0,0,0,0,17,11,19,35,21
728,68,944,Shuanglong,Korando,SsangYong,Korando,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,19,14,25,34,28
729,68,937,Shuanglong,Kyron,SsangYong,Kyron,120,2006;2007;2010;2011,2006,2011,0,,120,0,0,0,0,15,11,22,42,30
730,68,934,Shuanglong,Rexton,SsangYong,Rexton,105,2004;2006;2011;2013;2014,2004,2014,0,,105,0,0,0,1,14,11,16,34,29
731,68,935,Shuanglong,Rexton W,SsangYong,Rexton W,145,2013;2014;2015,2013,2015,0,,145,0,0,0,0,21,17,27,46,34
732,68,936,Shuanglong,Rodius,SsangYong,Rodius,120,2007;2008;2013;2014,2007,2014,0,,120,0,0,0,0,16,14,23,42,25
733,94,1234,Subaru,Subaru BRZ,Subaru,BRZ,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,14,10,16,48,32
734,94,1233,Subaru,Forester,Subaru,Forester,120,2010;2011;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,17,16,20,40,27
735,94,1236,Subaru,Impreza hatchback,Subaru,Impreza hatchback,92,2008;2009;2010,2008,2010,0,,92,0,0,0,0,18,11,8,30,25
736,94,1237,Subaru,Impreza sedan,Subaru,Impreza sedan,82,2008;2009;2010;2011;2013,2008,2013,0,,82,0,0,0,0,15,10,8,32,17
737,94,1231,Subaru,Legacy,Subaru,Legacy,120,2009;2010;2013;2014;2015,2009,2015,0,,120,0,0,0,0,19,17,21,37,26
738,94,1230,Subaru,Outback,Subaru,Outback,136,2008;2010;2011;2012;2013;2014;2015,2008,2015,0,,136,0,0,0,1,18,14,20,51,32
739,94,1243,Subaru,Tribeca,Subaru,Tribeca,140,2005;2007;2008;2011;2012,2005,2012,0,,140,0,0,0,0,18,10,18,63,31
740,94,1239,Subaru,Viziv,Subaru,Viziv,55,2013;2014,2013,2014,0,,55,0,0,0,0,8,6,17,15,9
741,94,1240,Subaru,Subaru WRX,Subaru,WRX,120,2014;2015,2014,2015,0,,120,0,0,0,2,8,6,29,48,27
742,94,1235,Subaru,Subaru XV,Subaru,XV,116,2012;2013;2014;2015,2012,2015,0,,116,0,0,0,0,12,15,14,44,31
743,149,1792,Suzuki,Alivio,Suzuki,Alivio,120,2014;2015,2014,2015,0,,120,0,0,0,2,14,13,25,39,27
744,149,1790,Suzuki,Alto,Suzuki,Alto,120,2009;2010;2012;2013,2009,2013,0,,120,0,0,0,0,18,18,23,29,32
745,149,1812,Suzuki,Bei Douxing,Suzuki,Bei Douxing,117,2010;2011;2012;2013;2014,2010,2014,0,,117,0,0,0,0,21,14,21,34,27
746,149,1791,Suzuki,Cultus,Suzuki,Cultus,119,2004;2007;2009;2011;2012;2013,2004,2013,0,,119,0,0,0,0,18,13,20,45,23
747,149,1797,Suzuki,Fengyu,Suzuki,Fengyu,120,2014,2014,2014,0,,120,0,0,0,0,23,11,19,41,26
748,149,1798,Suzuki,Grand Vitara,Suzuki,Grand Vitara,116,2008;2009;2011;2012;2013;2015,2008,2015,0,,116,0,0,0,0,15,11,21,41,28
749,149,1811,Suzuki,Jimny,Suzuki,Jimny,117,2011;2012;2015,2011,2015,0,,117,0,0,0,0,17,15,16,40,29
750,149,1799,Suzuki,Kazishi,Suzuki,Kazishi,119,2010;2011;2012;2014,2010,2014,0,,119,0,0,0,0,19,18,22,32,28
751,149,1818,Suzuki,Landy,Suzuki,Landy,96,2007;2009;2010;2011,2007,2011,0,,96,0,0,0,0,18,10,19,32,17
752,149,1815,Suzuki,Liana hatchback,Suzuki,Liana hatchback,64,2008;2011;2012,2008,2012,0,,64,0,0,0,0,11,7,9,19,18
753,149,1817,Suzuki,Splash,Suzuki,Splash,119,2012,2012,2012,0,,119,0,0,0,1,20,10,16,45,27
754,149,1800,Suzuki,Swift,Suzuki,Swift,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,1,8,8,25,51,27
755,149,1793,Suzuki,Tianyu SX4 hatchback,Suzuki,Tianyu SX4 hatchback,120,2009;2011;2012;2013,2009,2013,0,,120,0,0,0,0,24,20,24,24,28
756,149,1795,Suzuki,Tianyushangyue,Suzuki,Tianyushangyue,109,2011;2012;2013,2011,2013,0,,109,0,0,0,0,17,15,11,42,24
757,149,1796,Suzuki,Yuyan,Suzuki,Yuyan,119,2010;2011;2012;2013;2014,2010,2014,0,,119,0,0,0,4,17,16,24,36,22
758,22,948,TESLA,MODEL S,Tesla,MODEL S,120,2009;2014;2015,2009,2015,0,,120,0,0,0,1,15,8,20,57,19
759,22,949,TESLA,TESLA Roadster,Tesla,Roadster,120,2008;2010;2011;2012,2008,2012,0,,120,0,0,0,1,13,4,31,50,21
760,39,1334,Toyota,Toyota 4 Rinner,Toyota,4 Rinner,120,2010;2011;2014,2010,2014,0,,120,0,0,0,0,9,5,12,73,21
761,39,1335,Toyota,Toyota 86,Toyota,86,120,2012;2013;2014;2015,2012,2015,0,,120,0,0,0,0,9,6,12,69,24
762,39,1333,Toyota,Alphard,Toyota,Alphard,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,0,12,11,15,55,27
763,39,1350,Toyota,Toyota Auris,Toyota,Auris,120,2010;2011;2013;2016,2010,2016,0,,120,0,0,0,0,9,12,15,57,27
764,39,1345,Toyota,Avensis,Toyota,Avensis,120,2009;2012;2015,2009,2015,0,,120,0,0,0,0,8,5,26,57,24
765,39,1344,Toyota,Toyota Aygo,Toyota,Aygo,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,0,16,4,15,61,24
766,39,1386,Toyota,Camry,Toyota,Camry,196,2008;2009;2010;2011;2012;2013;2015,2008,2015,0,,196,0,0,0,0,37,25,31,62,41
767,39,1323,Toyota,Corolla,Toyota,Corolla,158,2011;2012;2013;2014,2011,2014,0,,158,0,0,0,0,26,25,28,50,29
768,39,1322,Toyota,Crown,Toyota,Crown,119,2010;2011;2012;2013;2015,2010,2015,0,,119,0,0,0,0,22,14,24,33,26
769,39,1390,Toyota,EZ,Toyota,EZ,117,2011;2012;2014;2015,2011,2015,0,,117,0,0,0,0,18,19,22,36,22
770,39,1331,Toyota,FJ Cruiser,Toyota,FJ Cruiser,120,2007;2010;2011;2013;2014,2007,2014,0,,120,0,0,0,1,15,13,18,46,27
771,39,1372,Toyota,Toyota FT-1,Toyota,FT-1,78,2014,2014,2014,0,,78,0,0,0,0,14,7,18,22,17
772,39,1356,Toyota,Toyota FT-86,Toyota,FT-86,97,2009;2010;2011;2013,2009,2013,0,,97,0,0,0,0,10,7,21,36,23
773,39,1392,Toyota,Highlander,Toyota,Highlander,120,2009;2011;2012;2013,2009,2013,0,,120,0,0,0,0,20,15,16,40,29
774,39,1358,Toyota,Highlander abroad version,Toyota,Highlander abroad version,120,2014,2014,2014,0,,120,0,0,0,0,9,8,23,46,34
775,39,1361,Toyota,Toyota Hilux,Toyota,Hilux,90,2012;2014,2012,2014,0,,90,0,0,0,0,9,2,16,39,24
776,39,1330,Toyota,Huaguan,Toyota,Huaguan,118,2010;2011;2013,2010,2013,0,,118,0,0,0,0,20,14,22,31,31
777,39,1343,Toyota,Toyota IQ,Toyota,IQ,120,2009;2013,2009,2013,30,,120,0,0,0,0,16,5,30,54,15
778,39,1325,Toyota,Lcruiser,Toyota,Lcruiser,118,2007;2010;2012;2013,2007,2013,0,,118,0,0,0,0,21,13,18,45,21
779,39,1388,Toyota,Levin,Toyota,Levin,120,2014,2014,2014,0,,120,0,0,0,0,19,19,25,35,22
780,39,1374,Toyota,Toyota Matrix,Toyota,Matrix,59,2009;2011,2009,2011,0,,59,0,0,0,0,3,2,7,34,13
781,39,1326,Toyota,Prado,Toyota,Prado,119,2006;2010;2014,2006,2014,0,,119,0,0,0,0,20,15,22,34,28
782,39,1341,Toyota,Previa,Toyota,Previa,133,2004;2006;2007;2008;2010;2012,2004,2012,0,,133,0,0,0,0,19,13,21,49,31
783,39,1327,Toyota,Prius,Toyota,Prius,120,2005;2006;2012,2005,2012,0,,120,0,0,0,0,16,14,27,38,25
784,39,1321,Toyota,Toyota RAV4,Toyota,RAV4,119,2009;2010;2012;2013,2009,2013,0,,119,0,0,0,0,23,16,19,39,22
785,39,1328,Toyota,Reiz,Toyota,Reiz,120,2010;2012;2013,2010,2013,0,,120,0,0,0,0,20,16,28,34,22
